,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
161,lough Owel,Ireland,Europe,Milly Bloom,4.403,4,403,We are going to lough Owel on Monday with a few friends to make a scrap picnic.,"Since Milly is writing the letter, we give her the place mention.",2,556,1330,2,9,21,1,2,2,53.57306,-7.38833
162,"Greville Arms Hotel, Mullingar",Ireland,Europe,Milly Bloom,4.406,4,406,There is to be a concert in the Greville Arms on Saturday.,"Since Milly is writing the letter, we give her the place mention.",1,556,1330,1,9,21,1,2,2,53.5258,-7.34093
163,Agendath Netaim,Turkish Empire,Asia,Leopold Bloom,4.492,4,492,"Deep voice that fellow Dlugacz has. Agendath what is it? Now, my&","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,2,12,14,3,31,48,32.83333,35.58333
164,London,England,Europe,Leopold Bloom,4.503,4,503,"Written by Mr Philip Beaufoy, Playgoers' Club, London.",,33,210,1330,1,1,21,5,23,179,51.50722,-0.1275
165,Belfast,Ireland,Europe,Narrator 5,5.017,5,17,In westland row he hated before the window of the Belfast and Oriental Tea compa,,8,556,1330,3,5,14,1,1,1,54.597,-5.93
166,,,Asia,Narrator 5,5.017,5,17,In westland row he hated before the window of the Belfast and Oriental Tea compa,,0,0,186,0,0,8,0,0,1,50,86
167,,Ceylon,Asia,Leopold Bloom,5.029,5,29,"Then he put on his hat again, relieved: and read again: choice blend, made of th",,0,6,186,0,2,8,0,3,48,6.9,79.9
168,,Ceylon,Asia,Leopold Bloom,5.032,5,32,Wonder is it like that. Those Cinghalese lobbing about in the sun in dolce far n,,0,6,186,0,2,8,0,3,48,6.9,79.9
169,Dead Sea,Turkish Empire,Asia,Leopold Bloom,5.038,5,38,"Ay yes, in the dead sea floating on his back, reading a book with a parasol open",,7,109,186,1,2,8,2,31,48,31.5,35.5
170,,Britain,Europe,Leopold Bloom,5.072,5,72,...an army rotten with venereal disease: overseas or halfseaover empire.,"That is, Great Britain.",0,85,1330,0,1,14,0,16,179,53.826,-2.422
171,Belfast,Ireland,Europe,Leopold Bloom,5.152,5,152,"She's going to sing at a swagger affair in the Ulster Hall, Belfast on the twent",,8,556,1330,3,5,14,3,71,179,54.597,-5.93
172,Wicklow,Ireland,Europe,Leopold Bloom,5.181,5,181,Bob Cowley lent him his for the Wicklow regatta concert last year and never hear,,4,556,1330,1,5,14,1,71,179,52.9779,-6.033
173,Belfast,Ireland,Europe,Leopold Bloom,5.188,5,188,Thought that Belfast would fetch him. I hope that smallpox up there doesn't get,,8,556,1330,3,5,14,3,71,179,54.597,-5.93
174,London,England,Europe,Leopold Bloom,5.198,5,198,Outside the Adelphi in London waited all the afternoon to get in.,,33,210,1330,1,2,14,5,23,179,51.50722,-0.1275
175,Vienna,Austria,Europe,Leopold Bloom,5.199,5,199,Year before I was born that was: sixtyfive. And Ristori in Vienna.,,6,15,1330,1,1,14,1,3,179,48.2,16.36667
176,Mullingar,Ireland,Europe,Leopold Bloom,5.321,5,321,Damn it. I might have tried to work M'Coy for a pass to Mullingar.,,10,556,1330,1,5,14,6,71,179,53.5224,-7.3378
177,,,Africa,Leopold Bloom,5.322,5,322,Same notice on the door. Sermon by the very reverend John Conmee S.J. on saint P,,0,0,83,0,0,2,0,0,14,7.1881,21.0936
178,,China,Asia,Leopold Bloom,5.326,5,326,Convert Dr William J. Walsh D.D. to the true religion. Save China's millions.,,0,19,186,0,3,8,0,9,48,35,103
179,,China,Asia,Leopold Bloom,5.327,5,327,Wonder how they explain it to the heathen Chinee.,,0,19,186,0,3,8,0,9,48,35,103
180,,China,Asia,Leopold Bloom,5.327,5,327,Prefer an ounce of opium. Celestials.,"Common term used to refer to Chinese emigrants to the US, Canada, and Australia",0,19,186,0,3,8,0,9,48,35,103
181,Rome,Italy,Europe,Leopold Bloom,5.434,5,434,How I found the Lord. Squareheaded chaps they must be in Rome: they work the who,,33,76,1330,1,1,14,4,9,179,41.9,12.5
182,,Spain,Europe,Leopold Bloom,5.495,5,495,"Brings out the darkness of her eyes. Looking at me the sheet up to her eyes, Spa",,0,76,1330,0,2,14,0,23,179,40.43333,-3.7
183,Albany,Scotland,Europe,Leopold Bloom,5.498,5,498,"One of the old Queen's sons, duke of Albany was it?",,1,27,1330,1,1,14,1,5,179,56.33,-3.5
184,,Spain,Europe,Leopold Bloom,5.5,5,500,What perfume does your? Peau d'Espagne.,,0,76,1330,0,2,14,0,23,179,40.43333,-3.7
185,,Turkish Empire,Asia,Leopold Bloom,5.502,5,502,Hammam. Turkish. Massage. Dirt gets rolled up in your navel.,,0,109,186,0,2,8,0,31,48,39.1667,35.6667
186,,France,Europe,Bantam Lyons,5.526,5,526,"I want to see about that French horse that's running today, Bantam Lyons said.",,0,92,1330,0,1,14,0,1,2,47,2
187,Ascot Heath,England,Europe,Bantam Lyons,5.532,5,532,"Ascot. Gold cup. Wait, Bantam Lyons muttered.",,4,210,1330,1,2,14,1,1,2,51.4084,-0.6707
188,,USA,North America,Leopold Bloom,5.547,5,547,Jack Fleming embezzling to gamble then smuggled off to America.,,0,39,51,0,1,1,0,5,6,40,-100
189,,Egypt,Africa,Leopold Bloom,5.548,5,548,They never come back. Fleshpots of Egypt.,,0,37,83,0,1,2,0,5,14,26,30
190,Eton,England,Europe,Leopold Bloom,6.076,6,76,Hear his voice in the house. Walking beside Molly in an Eton suit. My son,"Referring to the uniform worn by students of Eton public school, England",2,210,1330,1,4,28,1,23,179,51.492,-0.608
191,Mullingar,Ireland,Europe,Leopold Bloom,6.089,6,89,"Still, shes a dear girl. Soon be a woman. Mullingar. Dearest Papli.",,10,556,1330,2,18,28,6,71,179,53.5224,-7.3378
192,Killarney,Ireland,Europe,Leopold Bloom,6.186,6,186,"Could I go to see Leah tonight, I wonder. I said I. Or the Lily of Killarney.",,6,556,1330,1,18,28,2,71,179,52.0588,-9.5072
193,Bristol,England,Europe,Leopold Bloom,6.187,6,187,Wet bright bills for next week. Fun on the Bristol.,,1,210,1330,1,4,28,1,23,179,51.45,-2.58333
194,Clare,Ireland,Europe,Leopold Bloom,6.217,6,217,"Well, no Mr Bloom said. In point of fact I have to go down to the couny Clare on",,2,556,1330,2,18,28,1,71,179,52.83333,-9
195,Waterford,Ireland,Europe,Leopold Bloom,6.234,6,234,"Same house as Molly's namesake, Tweedy, crown solicitor for Waterford.",,3,556,1330,1,18,28,1,71,179,52.25667,-7.12917
196,,Isle of Man,Europe,Leopold Bloom,6.27,6,270,...him to the Isle of ManÊout of harm's way but when they were both ...,,0,3,1330,0,2,28,0,2,179,54.25,-4.5
197,,Isle of Man,Europe,Martin Cunningham,6.279,6,279,Reuben J and the son were piking it down the quay next the river on their way to,,0,3,1330,0,2,28,0,1,6,54.25,-4.5
198,,,Asia,Leopold Bloom,6.355,6,355,"And they call me the jewel of Asia,/ Of Asia,/ The geisha.",,0,0,186,0,0,7,0,0,48,50,86
199,,,Asia,Leopold Bloom,6.356,6,356,"And they call me the jewel of Asia,/ Of Asia,/ The geisha.",,0,0,186,0,0,7,0,0,48,50,86
200,,Germany,Europe,Martin Cunningham,6.37,6,370,That will be a great reace tomorrow in Germany. The Gordon Bennett.,,0,33,1330,0,1,28,0,1,6,51.5167,9.9167
201,Liverpool,England,Europe,Leopold Bloom,6.393,6,393,Cuffe sold them about twentyseven quid each. For Liverpoool probably.,,7,210,1330,1,4,28,3,23,179,53.4,-3
202,,England,Europe,Leopold Bloom,6.394,6,394,Roastbeef for Old England. They buy up all the juicy ones.,,0,210,1330,0,4,28,0,23,179,51.5,-0.11667
203,Milan,Italy,Europe,Leopold Bloom,6.406,6,406,"Yes, Mr Bloom said, and another thing I often thought is to have municipal funer",,3,76,1330,1,2,28,1,9,179,45.46667,9.18333
204,,Ireland,Europe,Narrator 6,6.443,6,443,...on his raft coastward over Ireland drawn by a haulage rope past beds of&,,0,556,1330,0,18,28,0,2,2,53.41667,-8
205,Athlone,Ireland,Europe,Leopold Bloom,6.444,6,444,"Athlone, Mullingar, Moyvalley, I could make a walking tour to see Milly by the c",,1,556,1330,1,18,28,1,71,179,53.4333,-7.95
206,Mullingar,Ireland,Europe,Leopold Bloom,6.444,6,444,"Athlone, Mullingar, Moyvalley, I could make a walking tour to see Milly by the c",,10,556,1330,2,18,28,6,71,179,53.5224,-7.3378
207,Moyvalley,Ireland,Europe,Leopold Bloom,6.445,6,445,"Athlone, Mullingar, Moyvalley, I could make a walking tour to see Milly by the c",,1,556,1330,1,18,28,1,71,179,53.42861,-6.91889
208,Clare,Ireland,Europe,Martin Cunningham,6.53,6,530,Had the queen's hotel in Ennis. You heard him say he was going to Clare. Anniver,,2,556,1330,2,18,28,1,2,6,52.83333,-9
209,Ennis,Ireland,Europe,Martin Cunningham,6.53,6,530,Had the queen's hotel in Ennis. You heard him say he was going to Clare. Anniver,,8,556,1330,1,18,28,1,2,6,52.8463,-8.9807
210,Artane,Ireland,Europe,Tom Kernan,6.537,6,537,Martin is trying to get the youngster into Artane.,,3,556,1330,1,18,28,1,2,3,53.38274,-6.195
211,Cork,Ireland,Europe,Simon Dedalus,6.558,6,558,Never better. How are all in Cork's own town?,,11,556,1330,2,18,28,1,3,5,51.9667,-8.5833
212,Cork,Ireland,Europe,Ned Lambert,6.559,6,559,"I was down there for the Cork park races on Easter Monday, Ned Lambert said.",,11,556,1330,2,18,28,1,5,7,51.9667,-8.5833
213,Rome,Italy,Europe,Tom Kernan,6.644,6,644,"He's at rest, he said, in the middle of his people, old Dan O'. But his heart is",,33,76,1330,1,2,28,1,1,3,41.9,12.5
214,,Ireland,Europe,Tom Kernan,6.665,6,665,"The service of the Irish church used in Mount Jerome is simpler, more impressive",,0,556,1330,0,18,28,0,2,3,53.41667,-8
215,,Turkish Empire,Asia,Leopold Bloom,6.757,6,757,Whores in Turkish graveyards. Learn anything if taken young.,,0,109,186,0,2,7,0,31,48,39.1667,35.6667
216,,China,Asia,Leopold Bloom,6.769,6,769,Chinese cemeteries with giant poppies growing produce the best opium Mastiansky,,0,19,186,0,3,7,0,9,48,35,103
217,Jerusalem,Turkish Empire,Asia,Leopold Bloom,6.819,6,819,Lay me in my native earth. Bit of clay from the holy land.,"That is, Jerusalem.",8,109,186,1,2,7,3,31,48,31.78333,35.21667
218,,Ireland,Europe,Leopold Bloom,6.822,6,822,"The Irishman's house is his coffin. Embalming in catacombs, mummies the same ide",,0,556,1330,0,18,28,0,71,179,53.41667,-8
219,,Ireland,Europe,Narrator 6,6.93,6,930,"Mr Bloom walked unheeded along his grove by saddened angels crosses, broken pill",,0,556,1330,0,18,28,0,2,2,53.41667,-8
220,,Ireland,Europe,Leopold Bloom,6.94,6,940,I cooked a good Irish stew.,,0,556,1330,0,18,28,0,71,179,53.41667,-8
221,,Ireland,Europe,Leopold Bloom,6.955,6,955,Ireland was dedicated to it or whatever that. Seems anything but pleased.,,0,556,1330,0,18,28,0,71,179,53.41667,-8
222,,China,Asia,Leopold Bloom,6.983,6,983,I read in that Voyages in China that the Chinese say a white man smells like a c,,0,19,186,0,3,7,0,9,48,35,103
223,,China,Asia,Leopold Bloom,6.983,6,983,I read in that Voyages in China that the Chinese say a white man smells like a c,,0,19,186,0,3,7,0,9,48,35,103
224,,Netherlands,Europe,Leopold Bloom,6.985,6,985,Wholesale burners and Dutch oven dealers. Time of the plague.,,0,10,1330,0,1,28,0,3,179,52.3167,5.55
225,,Britain,Europe,Narrator 7,7.0019,7,19,"...flung sacks of letters, postcards, lettercards, parcels, insured and paid, fo",,0,85,1330,0,2,59,0,1,3,53.826,-2.422
226,,Ireland,Europe,Leopold Bloom,7.0087,7,87,Strange he never saw his real country. Ireland my country.,,0,556,1330,0,22,59,0,71,179,53.41667,-8
227,"Tinnahinch House, Laois",Ireland,Europe,Leopold Bloom,7.0092,7,92,"Demesne situate in the townland of Rosenallis, barony of Tinnahinch.",,1,556,1330,1,22,59,1,71,179,53.15125,-7.5255
228,Ballina,Ireland,Europe,Leopold Bloom,7.0093,7,93,To all whom it may concern schedule pursuant to statue showing return of a numbe,,1,556,1330,1,22,59,1,71,179,54.1167,-9.1667
229,,Ireland,Europe,Leopold Bloom,7.01,7,100,"Cuprani too, printer. More Irish than the Irish.",,0,556,1330,0,22,59,0,71,179,53.41667,-8
230,,Ireland,Europe,Leopold Bloom,7.01,7,100,"Cuprani too, printer. More Irish than the Irish.",,0,556,1330,0,22,59,0,71,179,53.41667,-8
231,,Isle of Man,Europe,Leopold Bloom,7.0149,7,149,"Tourists, you know, from the isle of Man. Catches the eye, you see.",,0,3,1330,0,1,59,0,2,179,54.25,-4.5
232,Jerusalem,Turkish Empire,Asia,Leopold Bloom,7.0207,7,207,"Pessach. Next year in Jerusalem. Dear, O dear!",,8,109,186,1,7,8,3,31,48,31.78333,35.21667
233,,Egypt,Africa,Leopold Bloom,7.0208,7,208,All that long business about that brought us out tof the land of Egypt and into,,0,37,83,0,7,7,0,5,14,26,30
234,Israel,Turkish Empire,Asia,Leopold Bloom,7.0209,7,209,Shema Israel Adonai Elohenu.,,12,109,186,2,7,8,3,31,48,31,35
235,Marathon,Greece,Europe,Simon Dedalus,7.0254,7,254,"And Xenophon looked upon Marathon, Mr Dedalus said, looking again on the firepla",,2,45,1330,2,6,59,2,2,5,38.15,23.95
236,Marathon,Greece,Europe,Simon Dedalus,7.0255,7,255,"And Xenophon looked upon Marathon, Mr Dedalus said, looking again on the firepla",,2,45,1330,2,6,59,2,2,5,38.15,23.95
237,,Ireland,Europe,Ned Lambert,7.032,7,320,"As 'twere in the peerless panorama of Ireland's portfolio, unmathec, despite the",,0,556,1330,0,22,59,0,5,7,53.41667,-8
238,,Ireland,Europe,Ned Lambert,7.0324,7,324,...steeped in the transcendent translucent glow of our mild mysterious Irish twi,,0,556,1330,0,22,59,0,5,7,53.41667,-8
239,,Wales,Europe,Narrator 7,7.0332,7,332,"He took of his silk hat and, blowing out impatiently his bushy moustache, welshc",,0,15,1330,0,1,59,0,1,3,52.3496,-3.6378
240,Cork,Ireland,Europe,Myles Crawford,7.0359,7,359,"_x0014_North Cork militia!Êthe editor cried, striding to the mantelpiece.ÊWe won",,11,556,1330,4,22,59,4,9,17,51.9667,-8.5833
241,,Spain,Europe,Myles Crawford,7.036,7,360,We won every time! North Cork and Spanish Officers!,,0,76,1330,0,2,59,0,1,17,40.43333,-3.7
242,Cork,Ireland,Europe,Myles Crawford,7.036,7,360,We won every time! North Cork and Spanish Officers!,,11,556,1330,4,22,59,4,9,17,51.9667,-8.5833
243,Ohio,USA,North America,Myles Crawford,7.0363,7,363,In Ohio! the editor shouted,,3,39,51,3,7,8,3,5,5,40.5,-82.5
244,Ohio,USA,North America,Myles Crawford,7.0367,7,367,Ohio! the editor crowed in high treble from his uplifted scarlet face. My Ohio!,,3,39,51,3,7,8,3,5,5,40.5,-82.5
245,Ohio,USA,North America,Myles Crawford,7.0368,7,368,Ohio! the editor crowed in high treble from his uplifted scarlet face. My Ohio!,,3,39,51,3,7,8,3,5,5,40.5,-82.5
246,,Canada,North America,J.J. O Molloy,7.0383,7,383,Is that Canada swindle case on today?,,0,7,51,0,1,8,0,1,3,58,-105
247,Rome,Italy,Europe,Myles Crawford,7.0474,7,474,Eh? You bloodly old Roman empire? Myles Crawford said.,,33,76,1330,7,11,59,1,1,17,41.9,12.5
248,Rome,Italy,Europe,J.J. O Molloy,7.0478,7,478,"Imperium romanum, J.J.O'Molloy said gently. It sounds nobler than British or Bri",,33,76,1330,7,11,59,3,3,12,41.9,12.5
249,Brixton,England,Europe,J.J. O Molloy,7.0478,7,478,"Imperium romanum, J.J.O'Molloy said gently. It sounds nobler than British or Bri",,1,210,1330,1,2,59,1,2,12,51.463,-0.106
250,,Britain,Europe,J.J. O Molloy,7.0478,7,478,"Imperium romanum, J.J.O'Molloy said gently. It sounds nobler than British or Bri",,0,85,1330,0,2,59,0,1,12,53.826,-2.422
251,Rome,Italy,Europe,Headline,7.0483,7,483,THE GRANDEUR THAT WAS ROME,,33,76,1330,7,11,59,1,4,4,41.9,12.5
252,Rome,Italy,Europe,Professor MacHugh,7.0485,7,485,"We mustn't be led away by words, by sounds of words. We think of Rome, imperial,",,33,76,1330,7,11,59,2,2,12,41.9,12.5
253,Rome,Italy,Europe,Professor MacHugh,7.0491,7,491,"The Roman, like the Englishman who follows in his footsteps, brought to every ne",,33,76,1330,7,11,59,2,2,12,41.9,12.5
254,,England,Europe,Professor MacHugh,7.0491,7,491,"The Roman, like the Englishman who follows in his footsteps, brought to every ne",,0,210,1330,0,2,59,0,1,12,51.5,-0.11667
255,,Ireland,Europe,Professor MacHugh,7.0493,7,493,"The Roman, like the Englishman who follows in his footsteps, brought to every ne",Our shore refers to Ireland,0,556,1330,0,22,59,0,2,12,53.41667,-8
256,Rome,Italy,Europe,J.J. O Molloy,7.05,7,500,"They were nature's gentlemen, JJ. O'Molloy murmured. But we have also Roman law.",,33,76,1330,7,11,59,3,3,12,41.9,12.5
257,,Greece,Europe,Stephen Dedalus,7.0537,7,537,"For Helen, the runaway wife of Menelaus, ten years the Greeks. O'Rourke, prince",,0,45,1330,0,6,59,0,4,143,39,22
258,Breffni,Ireland,Europe,Stephen Dedalus,7.0537,7,537,"For Helen, the runaway wife of Menelaus, ten years the Greeks. O'Rourke, prince",,2,556,1330,1,22,59,1,42,143,54,-7.75
259,,Switzerland,Europe,Myles Crawford,7.054,7,540,Emperor's horses. Habsburg. An Irishman saved his life on the ramparts of Vienna,"Could refer to a number of nations, but its name derives from a fortress in Swit",0,5,1330,0,1,59,0,1,17,46.8333,8.3333
260,,Ireland,Europe,Myles Crawford,7.054,7,540,Emperor's horses. Habsburg. An Irishman saved his life on the ramparts of Vienna,,0,556,1330,0,22,59,0,9,17,53.41667,-8
261,Vienna,Austria,Europe,Myles Crawford,7.0541,7,541,Emperor's horses. Habsburg. An Irishman saved his life on the ramparts of Vienna,,6,15,1330,1,2,59,1,2,17,48.2,16.36667
262,,Austria,Europe,Myles Crawford,7.0542,7,542,Sent his heir over to make the king an Austrian fieldmarshal now.,,0,15,1330,0,2,59,0,2,17,47.6,13.7833
263,,Ireland,Europe,Myles Crawford,7.0542,7,542,...von Tirconnell in Ireland. Sent his heir over to make the king an Austrian&,,0,556,1330,0,22,59,0,9,17,53.41667,-8
264,,Hungary,Europe,Myles Crawford,7.0549,7,549,"I'll tell you how it was, Myles Crawford began. A Hungarian it was one day...",,0,20,1330,0,1,59,0,1,17,47.4981,19.04
265,Saxony,Germany,Europe,Professor MacHugh,7.0563,7,563,The vowels the Semite and the Saxon know not.,,11,33,1330,1,1,59,1,1,12,51.02694,13.35889
266,Cape of Trafalgar,Spain,Europe,Professor MacHugh,7.0566,7,566,We are the liege subjects of the catholic chivalry of Europe that foundered at T,,1,76,1330,1,2,59,1,1,12,36.18333,-6.03333
267,,,Europe,Professor MacHugh,7.0566,7,566,We are the liege subjects of the catholic chivalry of Europe that foundered at T,,0,0,1330,0,0,59,0,0,12,46,7
268,Athens,Greece,Europe,Professor MacHugh,7.0567,7,567,We are the liege subjects of the catholic chivalry of Europe that foundered at T,,2,45,1330,1,6,59,1,3,12,37.96667,23.71667
269,Aegospotami,Greece,Asia,Professor MacHugh,7.0568,7,568,We are the liege subjects of the catholic chivalry of Europe that foundered at T,,1,45,186,1,6,8,1,3,3,40.36407,26.63083
270,,Greece,Europe,Professor MacHugh,7.0569,7,569,"They went under. Pyrrhus, misled by an oracle, made a last attempt to retrieve t",,0,45,1330,0,6,59,0,3,12,39,22
271,Paris,France,Europe,Professor MacHugh,7.0599,7,599,"Paris, past and present, he said. You look like communards.",,34,92,1330,1,3,59,1,1,12,48.8567,2.3508
272,"Bastile, Paris",France,Europe,J.J. O Molloy,7.06,7,600,"Like fellows who had blown up the Bastile, J.J. O'Molloy said in quiet mockery.",,1,92,1330,1,3,59,1,1,12,48.85314,2.36911
273,,Finland,Europe,J.J. O Molloy,7.0601,7,601,Or was it you shot the lord lieutenant of Finland between you?,,0,2,1330,0,1,59,0,1,12,60.16667,24.93333
274,Borris-in-Ossory,Ireland,Europe,Myles Crawford,7.062,7,620,Great nationalist meeting in Borris-in-Ossory. All balls!,,1,556,1330,1,22,59,1,9,17,52.939,-7.631
275,,,Europe,Myles Crawford,7.0628,7,628,We'll paralyse Europe as Ignatius Gallaher used to say when he was on the shaugh,,0,0,1330,0,0,59,0,0,17,46,7
276,New York,USA,North America,Myles Crawford,7.0635,7,635,"Look at here, he said, turning. The New York World cabled for a special.",,6,39,51,2,7,8,2,5,5,40.67,-73.94
277,New York,USA,North America,Myles Crawford,7.0638,7,638,"New York World, the editor said, excitedly pushing back his straw hat. Where it",,6,39,51,2,7,8,2,5,5,40.67,-73.94
278,Cork,Ireland,Europe,Myles Crawford,7.068,7,680,"...besthearted bloody Corkman the Lord ever put the breath of life in, and&",,11,556,1330,4,22,59,4,9,17,51.9667,-8.5833
279,Elba,Italy,Europe,Lenehan,7.0683,7,683,"Madam, I'm Adam. And Able was I ere I saw Elba.",,1,76,1330,1,11,59,1,1,6,42.76183,10.24083
280,Cork,Ireland,Europe,Myles Crawford,7.073,7,730,...third profession qua profession but your Cork legs are running away with...,,11,556,1330,4,22,59,4,9,17,51.9667,-8.5833
281,,USA,North America,J.J. O Molloy,7.0733,7,733,"Ignatius Gallaher we all know and his Chapelizod boss, Harmsworth of the farthin",,0,39,51,0,7,8,0,2,3,40,-100
282,,Ireland,Europe,Myles Crawford,7.0739,7,739,Irish volunteers. Where are you now?,,0,556,1330,0,22,59,0,9,17,53.41667,-8
